datetime,portfolio_value,cash,return
2020-02-27 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-27 12:30:00-05:00,100000.0,100000.0,0.0
2020-02-27 15:30:00-05:00,100000.0,100000.0,0.0
2020-02-27 18:30:00-05:00,100000.0,100000.0,0.0
2020-02-28 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-28 12:30:00-05:00,100000.0,100000.0,0.0
2020-02-28 15:30:00-05:00,100000.0,100000.0,0.0
2020-02-28 18:30:00-05:00,100000.0,100000.0,0.0
2020-03-02 09:30:00-05:00,100000.0,100000.0,0.0
2020-03-02 12:30:00-05:00,100000.0,100000.0,0.0
2020-03-02 15:30:00-05:00,100000.0,100000.0,0.0
2020-03-02 18:30:00-05:00,100000.0,100000.0,0.0
2020-03-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-03-03 12:30:00-05:00,100000.0,100000.0,0.0
2020-03-03 15:30:00-05:00,100000.0,100000.0,0.0
2020-03-03 18:30:00-05:00,100000.0,100000.0,0.0
2020-03-04 09:30:00-05:00,100000.0,100000.0,0.0
2020-03-04 12:30:00-05:00,100000.0,100000.0,0.0
2020-03-04 15:30:00-05:00,100000.0,100000.0,0.0
2020-03-04 18:30:00-05:00,100000.0,100000.0,0.0
2020-03-05 09:30:00-05:00,100000.0,100000.0,0.0
2020-03-05 12:30:00-05:00,100000.0,100000.0,0.0
2020-03-05 15:30:00-05:00,100000.0,100000.0,0.0
2020-03-05 18:30:00-05:00,100000.0,100000.0,0.0
2020-03-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-03-06 12:30:00-05:00,100000.0,100000.0,0.0
2020-03-06 15:30:00-05:00,100000.0,100000.0,0.0
2020-03-06 18:30:00-05:00,100000.0,100000.0,0.0
2020-03-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-09 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-09 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-09 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-10 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-10 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-10 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-10 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-11 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-11 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-11 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-11 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-12 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-12 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-12 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-12 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-13 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-13 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-13 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-16 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-16 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-16 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-16 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-17 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-17 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-17 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-17 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-18 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-18 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-18 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-18 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-19 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-19 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-19 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-19 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-20 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-20 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-20 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-23 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-23 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-23 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-24 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-24 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-24 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-24 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-25 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-25 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-25 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-25 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-26 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-26 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-26 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-26 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-27 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-27 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-27 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-30 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-30 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-30 18:30:00-04:00,100000.0,100000.0,0.0
2020-03-31 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-31 12:30:00-04:00,100000.0,100000.0,0.0
2020-03-31 15:30:00-04:00,100000.0,100000.0,0.0
2020-03-31 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-01 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-01 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-01 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-02 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-02 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-02 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-02 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-03 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-03 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-03 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-03 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-06 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-06 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-06 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-06 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-07 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-07 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-07 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-07 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-08 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-08 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-08 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-09 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-09 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-09 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-13 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-13 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-13 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-14 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-14 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-14 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-14 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-15 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-15 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-15 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-15 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-16 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-16 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-16 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-16 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-17 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-17 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-17 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-17 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-20 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-20 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-20 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-21 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-21 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-21 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-21 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-22 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-22 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-22 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-22 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-23 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-23 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-23 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-24 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-24 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-24 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-24 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-27 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-27 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-27 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-28 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-28 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-28 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-28 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-29 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-29 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-29 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-29 18:30:00-04:00,100000.0,100000.0,0.0
2020-04-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-30 12:30:00-04:00,100000.0,100000.0,0.0
2020-04-30 15:30:00-04:00,100000.0,100000.0,0.0
2020-04-30 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-01 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-01 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-01 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-04 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-04 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-04 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-04 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-05 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-05 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-05 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-05 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-06 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-06 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-06 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-06 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-07 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-07 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-07 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-07 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-08 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-08 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-08 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-11 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-11 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-11 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-11 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-12 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-12 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-12 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-12 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-13 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-13 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-13 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-14 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-14 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-14 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-14 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-15 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-15 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-15 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-15 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-18 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-18 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-18 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-18 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-19 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-19 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-19 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-19 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-20 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-20 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-20 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-21 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-21 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-21 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-21 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-22 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-22 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-22 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-22 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-26 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-26 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-26 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-26 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-27 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-27 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-27 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-28 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-28 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-28 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-28 18:30:00-04:00,100000.0,100000.0,0.0
2020-05-29 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-29 12:30:00-04:00,100000.0,100000.0,0.0
2020-05-29 15:30:00-04:00,100000.0,100000.0,0.0
2020-05-29 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-01 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-01 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-01 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-02 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-02 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-02 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-03 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-03 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-03 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-04 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-04 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-04 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-04 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-05 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-05 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-05 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-08 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-08 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-08 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-09 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-09 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-09 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-10 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-10 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-10 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-10 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-11 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-11 12:30:00-04:00,100000.0,100000.0,0.0
2020-06-11 15:30:00-04:00,100000.0,100000.0,0.0
2020-06-11 18:30:00-04:00,100000.0,100000.0,0.0
2020-06-12 09:30:00-04:00,100000.0,100000.0,0.0
2020-06-12 12:30:00-04:00,100000.0,100000.0,0.0
